"region";"husholdningstype";"tid";"statistikkvariabel";"verdi"
"1636 Meldal";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";334000
"1636 Meldal";"0000 Alle husholdninger";"2008";"Husholdninger";1712
"1636 Meldal";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";364000
"1636 Meldal";"0000 Alle husholdninger";"2009";"Husholdninger";1730
"1636 Meldal";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";370000
"1636 Meldal";"0000 Alle husholdninger";"2010";"Husholdninger";1732
"1636 Meldal";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";393000
"1636 Meldal";"0000 Alle husholdninger";"2011";"Husholdninger";1750
"1636 Meldal";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";408000
"1636 Meldal";"0000 Alle husholdninger";"2012";"Husholdninger";1766
"1636 Meldal";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";422000
"1636 Meldal";"0001 Aleneboende";"2005";"Husholdninger";639
"1636 Meldal";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";154000
"1636 Meldal";"0001 Aleneboende";"2006";"Husholdninger";655
"1636 Meldal";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";164000
"1636 Meldal";"0001 Aleneboende";"2007";"Husholdninger";644
"1636 Meldal";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";175000
"1636 Meldal";"0001 Aleneboende";"2008";"Husholdninger";646
"1636 Meldal";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";194000
"1636 Meldal";"0001 Aleneboende";"2009";"Husholdninger";647
"1636 Meldal";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";197000
"1636 Meldal";"0001 Aleneboende";"2010";"Husholdninger";643
"1636 Meldal";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";207000
"1636 Meldal";"0001 Aleneboende";"2011";"Husholdninger";648
"1636 Meldal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";214000
"1636 Meldal";"0001 Aleneboende";"2012";"Husholdninger";641
"1636 Meldal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";223000
"1636 Meldal";"0002 Par uten barn";"2005";"Husholdninger";460
"1636 Meldal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";329000
"1636 Meldal";"0002 Par uten barn";"2006";"Husholdninger";481
"1636 Meldal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";346000
"1636 Meldal";"0002 Par uten barn";"2007";"Husholdninger";476
"1636 Meldal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";382000
"1636 Meldal";"0002 Par uten barn";"2008";"Husholdninger";483
"1636 Meldal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";416000
"1636 Meldal";"0002 Par uten barn";"2009";"Husholdninger";496
"1636 Meldal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";427000
"1636 Meldal";"0002 Par uten barn";"2010";"Husholdninger";495
"1636 Meldal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";442000
"1636 Meldal";"0002 Par uten barn";"2011";"Husholdninger";515
"1636 Meldal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";465000
"1636 Meldal";"0002 Par uten barn";"2012";"Husholdninger";514
"1636 Meldal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";489000
"1636 Meldal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";353
"1636 Meldal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";456000
"1636 Meldal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";357
"1636 Meldal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";472000
"1636 Meldal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";349
"1636 Meldal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";516000
"1636 Meldal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";350
"1636 Meldal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";562000
"1636 Meldal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";344
"1636 Meldal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";567000
"1636 Meldal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";345
"1636 Meldal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";600000
"1636 Meldal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";352
"1636 Meldal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";614000
"1636 Meldal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";356
"1636 Meldal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";627000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";50
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";281000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";57
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";281000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";56
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";291000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";55
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";288000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";60
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";321000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";66
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";333000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";64
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";345000
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";88
"1636 Meldal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";351000
"1638 Orkdal";"0000 Alle husholdninger";"2005";"Husholdninger";4414
"1638 Orkdal";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";332000
"1638 Orkdal";"0000 Alle husholdninger";"2006";"Husholdninger";4600
"1638 Orkdal";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";343000
"1638 Orkdal";"0000 Alle husholdninger";"2007";"Husholdninger";4752
"1638 Orkdal";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";371000
"1638 Orkdal";"0000 Alle husholdninger";"2008";"Husholdninger";4788
"1638 Orkdal";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";404000
"1638 Orkdal";"0000 Alle husholdninger";"2009";"Husholdninger";4840
"1638 Orkdal";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";405000
"1638 Orkdal";"0000 Alle husholdninger";"2010";"Husholdninger";4860
"1638 Orkdal";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";419000
"1638 Orkdal";"0000 Alle husholdninger";"2011";"Husholdninger";4926
"1638 Orkdal";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";445000
"1638 Orkdal";"0000 Alle husholdninger";"2012";"Husholdninger";4958
"1638 Orkdal";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";463000
"1638 Orkdal";"0001 Aleneboende";"2005";"Husholdninger";1520
"1638 Orkdal";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";166000
"1638 Orkdal";"0001 Aleneboende";"2006";"Husholdninger";1616
"1638 Orkdal";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";176000
"1638 Orkdal";"0001 Aleneboende";"2007";"Husholdninger";1691
"1638 Orkdal";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";193000
"1638 Orkdal";"0001 Aleneboende";"2008";"Husholdninger";1650
"1638 Orkdal";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";207000
"1638 Orkdal";"0001 Aleneboende";"2009";"Husholdninger";1682
"1638 Orkdal";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";213000
"1638 Orkdal";"0001 Aleneboende";"2010";"Husholdninger";1673
"1638 Orkdal";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";220000
"1638 Orkdal";"0001 Aleneboende";"2011";"Husholdninger";1718
"1638 Orkdal";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";230000
"1638 Orkdal";"0001 Aleneboende";"2012";"Husholdninger";1707
"1638 Orkdal";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";239000
"1638 Orkdal";"0002 Par uten barn";"2005";"Husholdninger";1136
"1638 Orkdal";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";371000
"1638 Orkdal";"0002 Par uten barn";"2006";"Husholdninger";1162
"1638 Orkdal";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";387000
"1638 Orkdal";"0002 Par uten barn";"2007";"Husholdninger";1223
"1638 Orkdal";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";418000
"1638 Orkdal";"0002 Par uten barn";"2008";"Husholdninger";1265
"1638 Orkdal";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";445000
"1638 Orkdal";"0002 Par uten barn";"2009";"Husholdninger";1270
"1638 Orkdal";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";459000
"1638 Orkdal";"0002 Par uten barn";"2010";"Husholdninger";1285
"1638 Orkdal";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";478000
"1638 Orkdal";"0002 Par uten barn";"2011";"Husholdninger";1315
"1638 Orkdal";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";509000
"1638 Orkdal";"0002 Par uten barn";"2012";"Husholdninger";1350
"1638 Orkdal";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";530000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2005";"Husholdninger";1095
"1638 Orkdal";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";487000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2006";"Husholdninger";1126
"1638 Orkdal";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";509000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2007";"Husholdninger";1135
"1638 Orkdal";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";549000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2008";"Husholdninger";1149
"1638 Orkdal";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";586000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2009";"Husholdninger";1150
"1638 Orkdal";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";595000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2010";"Husholdninger";1140
"1638 Orkdal";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";623000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2011";"Husholdninger";1145
"1638 Orkdal";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";644000
"1638 Orkdal";"0003 Par med barn 0-17 år";"2012";"Husholdninger";1158
"1638 Orkdal";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";674000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";198
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";273000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";224
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";276000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";234
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";299000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";243
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";312000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";244
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";318000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";261
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";344000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";257
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";351000
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";265
"1638 Orkdal";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";360000
"1640 Røros";"0000 Alle husholdninger";"2005";"Husholdninger";2386
"1640 Røros";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";314000
"1640 Røros";"0000 Alle husholdninger";"2006";"Husholdninger";2428
"1640 Røros";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";332000
"1640 Røros";"0000 Alle husholdninger";"2007";"Husholdninger";2453
"1640 Røros";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";350000
"1640 Røros";"0000 Alle husholdninger";"2008";"Husholdninger";2454
"1640 Røros";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";367000
"1640 Røros";"0000 Alle husholdninger";"2009";"Husholdninger";2479
"1640 Røros";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";367000
"1640 Røros";"0000 Alle husholdninger";"2010";"Husholdninger";2462
"1640 Røros";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";384000
"1640 Røros";"0000 Alle husholdninger";"2011";"Husholdninger";2479
"1640 Røros";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";413000
"1640 Røros";"0000 Alle husholdninger";"2012";"Husholdninger";2533
"1640 Røros";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";418000
"1640 Røros";"0001 Aleneboende";"2005";"Husholdninger";909
"1640 Røros";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";171000
"1640 Røros";"0001 Aleneboende";"2006";"Husholdninger";905
"1640 Røros";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";181000
"1640 Røros";"0001 Aleneboende";"2007";"Husholdninger";941
"1640 Røros";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";196000
"1640 Røros";"0001 Aleneboende";"2008";"Husholdninger";954
"1640 Røros";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";217000
"1640 Røros";"0001 Aleneboende";"2009";"Husholdninger";984
"1640 Røros";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";219000
"1640 Røros";"0001 Aleneboende";"2010";"Husholdninger";964
"1640 Røros";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";224000
"1640 Røros";"0001 Aleneboende";"2011";"Husholdninger";972
"1640 Røros";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";237000
"1640 Røros";"0001 Aleneboende";"2012";"Husholdninger";1046
"1640 Røros";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";247000
"1640 Røros";"0002 Par uten barn";"2005";"Husholdninger";581
"1640 Røros";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";367000
"1640 Røros";"0002 Par uten barn";"2006";"Husholdninger";631
"1640 Røros";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";389000
"1640 Røros";"0002 Par uten barn";"2007";"Husholdninger";627
"1640 Røros";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";414000
"1640 Røros";"0002 Par uten barn";"2008";"Husholdninger";620
"1640 Røros";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";446000
"1640 Røros";"0002 Par uten barn";"2009";"Husholdninger";617
"1640 Røros";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";449000
"1640 Røros";"0002 Par uten barn";"2010";"Husholdninger";617
"1640 Røros";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";465000
"1640 Røros";"0002 Par uten barn";"2011";"Husholdninger";628
"1640 Røros";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";498000
"1640 Røros";"0002 Par uten barn";"2012";"Husholdninger";616
"1640 Røros";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";521000
"1640 Røros";"0003 Par med barn 0-17 år";"2005";"Husholdninger";518
"1640 Røros";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";486000
"1640 Røros";"0003 Par med barn 0-17 år";"2006";"Husholdninger";532
"1640 Røros";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";503000
"1640 Røros";"0003 Par med barn 0-17 år";"2007";"Husholdninger";500
"1640 Røros";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";544000
"1640 Røros";"0003 Par med barn 0-17 år";"2008";"Husholdninger";490
"1640 Røros";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";585000
"1640 Røros";"0003 Par med barn 0-17 år";"2009";"Husholdninger";498
"1640 Røros";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";590000
"1640 Røros";"0003 Par med barn 0-17 år";"2010";"Husholdninger";500
"1640 Røros";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";617000
"1640 Røros";"0003 Par med barn 0-17 år";"2011";"Husholdninger";503
"1640 Røros";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";642000
"1640 Røros";"0003 Par med barn 0-17 år";"2012";"Husholdninger";472
"1640 Røros";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";676000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";116
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";279000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";114
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";289000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";132
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";291000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";121
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";307000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";120
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";327000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";120
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";329000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";125
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";342000
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";139
"1640 Røros";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";356000
"1644 Holtålen";"0000 Alle husholdninger";"2005";"Husholdninger";876
"1644 Holtålen";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";296000
"1644 Holtålen";"0000 Alle husholdninger";"2006";"Husholdninger";874
"1644 Holtålen";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";312000
"1644 Holtålen";"0000 Alle husholdninger";"2007";"Husholdninger";857
"1644 Holtålen";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";345000
"1644 Holtålen";"0000 Alle husholdninger";"2008";"Husholdninger";862
"1644 Holtålen";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";373000
"1644 Holtålen";"0000 Alle husholdninger";"2009";"Husholdninger";851
"1644 Holtålen";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";385000
"1644 Holtålen";"0000 Alle husholdninger";"2010";"Husholdninger";841
"1644 Holtålen";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";399000
"1644 Holtålen";"0000 Alle husholdninger";"2011";"Husholdninger";828
"1644 Holtålen";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";439000
"1644 Holtålen";"0000 Alle husholdninger";"2012";"Husholdninger";866
"1644 Holtålen";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";440000
"1644 Holtålen";"0001 Aleneboende";"2005";"Husholdninger";336
"1644 Holtålen";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";159000
"1644 Holtålen";"0001 Aleneboende";"2006";"Husholdninger";328
"1644 Holtålen";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";173000
"1644 Holtålen";"0001 Aleneboende";"2007";"Husholdninger";314
"1644 Holtålen";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";187000
"1644 Holtålen";"0001 Aleneboende";"2008";"Husholdninger";314
"1644 Holtålen";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";198000
"1644 Holtålen";"0001 Aleneboende";"2009";"Husholdninger";300
"1644 Holtålen";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";204000
"1644 Holtålen";"0001 Aleneboende";"2010";"Husholdninger";289
"1644 Holtålen";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";220000
"1644 Holtålen";"0001 Aleneboende";"2011";"Husholdninger";276
"1644 Holtålen";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";237000
"1644 Holtålen";"0001 Aleneboende";"2012";"Husholdninger";305
"1644 Holtålen";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";233000
"1644 Holtålen";"0002 Par uten barn";"2005";"Husholdninger";214
"1644 Holtålen";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";343000
"1644 Holtålen";"0002 Par uten barn";"2006";"Husholdninger";222
"1644 Holtålen";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";351000
"1644 Holtålen";"0002 Par uten barn";"2007";"Husholdninger";224
"1644 Holtålen";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";381000
"1644 Holtålen";"0002 Par uten barn";"2008";"Husholdninger";217
"1644 Holtålen";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";409000
"1644 Holtålen";"0002 Par uten barn";"2009";"Husholdninger";225
"1644 Holtålen";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";410000
"1644 Holtålen";"0002 Par uten barn";"2010";"Husholdninger";217
"1644 Holtålen";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";433000
"1644 Holtålen";"0002 Par uten barn";"2011";"Husholdninger";224
"1644 Holtålen";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";456000
"1644 Holtålen";"0002 Par uten barn";"2012";"Husholdninger";238
"1644 Holtålen";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";473000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2005";"Husholdninger";178
"1644 Holtålen";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";443000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2006";"Husholdninger";188
"1644 Holtålen";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";480000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2007";"Husholdninger";181
"1644 Holtålen";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";536000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2008";"Husholdninger";178
"1644 Holtålen";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";565000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2009";"Husholdninger";166
"1644 Holtålen";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";597000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2010";"Husholdninger";166
"1644 Holtålen";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";608000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2011";"Husholdninger";166
"1644 Holtålen";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";638000
"1644 Holtålen";"0003 Par med barn 0-17 år";"2012";"Husholdninger";167
"1644 Holtålen";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";661000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";38
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";292000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";36
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";293000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";29
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";306000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";29
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";320000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";29
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";344000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";32
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";322000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";28
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";346000
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";36
"1644 Holtålen";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";343000
"1648 Midtre Gauldal";"0000 Alle husholdninger";"2005";"Husholdninger";2230
"1648 Midtre Gauldal";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";333000
"1648 Midtre Gauldal";"0000 Alle husholdninger";"2006";"Husholdninger";2282
"1648 Midtre Gauldal";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";338000
"1648 Midtre Gauldal";"0000 Alle husholdninger";"2007";"Husholdninger";2307
